article_id,review_id,eppi_id,citation,authors,title,year,type,journal,country,region,location,mine,latitude,longitude,unique_mine,metals,multiple_metals,metals_all,mine_type,stage_prospecting,stage_exploration,stage_construction,stage_operation,stage_decommissioning_closure,stage_postclosure,stage_remediation,stage_abandonment,stage_expansion,comment,study_design,study_design_comments,comparator,setting,context,population_description,population_system,affected_system,affected_component,affected_factor,impact_pathway,mitigation,mitigation_description,mitigation_focal_impact,outcome_measured,outcome_category,data_type,data_source,notes,link
364,AS,,Alakangas L and Ohlander B. 2006. Pilot-scale Studies of Different Covers on Unoxidised Sulphide-rich Tailings in Northern Sweden: the Geochemistry of Leachate Waters. Mine Water and the Environment. 25: 171-183.,Alakangas L and Ohlander B,Pilot-scale Studies of Different Covers on Unoxidised Sulphide-rich Tailings in Northern Sweden: the Geochemistry of Leachate Waters,2006,Article,Mine Water and the Environment,Sweden,Västerbotten,Kristineberg,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,N,N,Y,Y,N,N,,CI,Leachate water quality from covered and uncovered unoxidised sulphide-rich tailings in six pilot-scale (5x5x3 m3) test cells was monitored during 2004 and 2005.,Control,Lab Experiment,in situ,Leachate water quality,Environmental,2-Water,2B-Groundwater ,2B-Quality,Acid mine drainage,yes,"Covers consisted of a layer of clayey till, sewage sludge, apatite or Trisoplast (a commercial mixture of tailings, bentonite, and a polymer).",Unoxidised sulphide-rich tailings,pH; metal concentrations,Water quality,Quantitative,Table 3-6 ,,http://scholar.google.co.uk/scholar?q=Pilot-scale+Studies+of+Different+Covers+on+Unoxidised+Sulphide-rich+Tailings+in+Northern+Sweden:+the&btnG=&hl=en&as_sdt=0%2C5
421,AS,,"Holmstrom H, Salmon UJ, Carlsson E, Petrov P and Ohlander B. 2001. Geochemical investigations of sulfide-bearing tailings at Kristineberg, northern Sweden, a few years after remediation. Science of the Total Environment. 273: 111-133.","Holmstrom H, Salmon UJ, Carlsson E, Petrov P and Ohlander B","Geochemical investigations of sulfide-bearing tailings at Kristineberg, northern Sweden, a few years after remediation",2001,Article,Science of the Total Environment,Sweden,Västerbotten,Kristineberg,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,N,N,N,Y,N,N,,BA,"Characterise the tailings with respect to mineralogy, the chemical composition of both the tailings and the pore water, and to try to identify the significant reactions that may have occurred before and after remediation.",Same site/pop- Before,Field + Lab analysis,in situ,Tailings pore waters,Environmental,2-Water,2B-Groundwater ,2B-Quality,Acid drainage from mining waste,yes,"Combination of raising the groundwater table, where this was possible, by sealing of intercepting and draining ditches, and dry cover application on the remaining regions of the impoundment",Acid mine drainage leachate into groundwater,"Concentrations of Al, Ca, Fe, Mg, Mn, Si and Ti",Metal concentration,Quantitative,Figure 2-4,,"http://scholar.google.co.uk/scholar?q=Geochemical+investigations+of+sulfide-bearing+tailings+at+Kristineberg,+northern+Sweden,+a+few+years&btnG=&hl=en&as_sdt=0%2C5"
468,AS,,Kock D and Schippers A. 2008. Quantitative Microbial Community Analysis of Three Different Sulfidic Mine Tailing Dumps Generating. Applied and Environmental Microbiology. 74(16): 5211-5219.,Kock D and Schippers A,Quantitative Microbial Community Analysis of Three Different Sulfidic Mine Tailing Dumps Generating ,2008,Article,Applied and Environmental Microbiology,Sweden,Västerbotten,Kristineberg,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,N,N,Y,Y,N,N,"acidic mine waste tailing dumps located in Botswana, Germany, and Sweden were included",CI,"Microbial communities of three different sulfidic and acidic mine waste tailing dumps located in Botswana, Germany, and Sweden were quantitatively analyzed using quantitative real-time PCR ",Reference site/population,Lab Experiment,ex situ,Microbial Community Analysis of tailings,Environmental,4-Biodiversity,4B-Fauna,4B-Species distribution,Acid mine drainage,yes,Covered pyrite-containing tailings in impoundment 1,Acid mine drainage,Bacterial community; pH,Species biomass/distribution,Quantitative,Figure 1-2; Table 1,,http://scholar.google.co.uk/scholar?q=Quantitative+Microbial+Community+Analysis+of+Three+Different+Sulfidic+Mine+Tailing+Dumps+Generating+&btnG=&hl=en&as_sdt=0%2C5
574,AS,,"Carlsson E. 2000. Geochemical Effects of Soil Cover Remediation on Sulphide-Rich Tailings at the Kristineberg Mine, Northern Sweden. Licentiate thesis. 2000:43",Carlsson E,"Geochemical Effects of Soil Cover Remediation on Sulphide-Rich Tailings at the Kristineberg Mine, Northern Sweden",2000,Thesis,N/A,Sweden,Västerbotten,Kristineberg,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,N,N,Y,Y,N,N,,BA,"Geochemical conditions prevailing in tailings impoundment at Kristineberg mine, after remediation by applying till cover. Two different remediation methods have been used.",Same site/pop- Before,Field + Lab analysis,in situ,Sampling of solid tailings,Environmental,1-Soil/Geology,1A-Soil surface,1A-Quality,Environmental impact mining waste,yes,"Shallow groundwater table of till was used to raise ground water table, and a sealing layer of compacted clay.",Oxidation of tailings,Concentrations of elements,Metal concentration,Quantitative,Paper I-III,,"http://scholar.google.co.uk/scholar?q=Geochemical+Effects+of+Soil+Cover+Remediation+on+Sulphide-Rich+Tailings+at+the+Kristineberg+Mine,+No&btnG=&hl=en&as_sdt=0%2C5"
574,AS,,"Carlsson E. 2000. Geochemical Effects of Soil Cover Remediation on Sulphide-Rich Tailings at the Kristineberg Mine, Northern Sweden. Licentiate thesis. 2000:43",Carlsson E,"Geochemical Effects of Soil Cover Remediation on Sulphide-Rich Tailings at the Kristineberg Mine, Northern Sweden",2000,Thesis,N/A,Sweden,Västerbotten,Kristineberg,Kristineberg,65.0644996,18.5627685,Kristineberg,Copper,N/A,Copper,Open pit,N,N,N,N,N,Y,Y,N,N,,BA,"Geochemical conditions prevailing in tailings impoundment at Kristineberg mine, after remediation by applying till cover. Two different remediation methods have been used.",Same site/pop- Before,Field + Lab analysis,in situ,Saturated tailings pore water,Environmental,2-Water,2B-Groundwater ,2B-Quality,Environmental impact mining waste,yes,"Shallow groundwater table of till was used to raise ground water table, and a sealing layer of compacted clay.",Oxidation of tailings,Concentrations of elements,Metal concentration,Quantitative,Paper I-III,,"http://scholar.google.co.uk/scholar?q=Geochemical+Effects+of+Soil+Cover+Remediation+on+Sulphide-Rich+Tailings+at+the+Kristineberg+Mine,+No&btnG=&hl=en&as_sdt=0%2C5"
80,AS,,"Villain L, Sundsrom N, Perttu N, Alakangas L, and Ohlander B. 2015. Evaluation of the effectiveness of backfilling and sealing at an open-pit mine using ground penetrating radar and geoelectrical surveys, Kimheden, northern Sweden. Environ. Earth Sci. 73: 4495-4509.","Villain L, Sundsrom N, Perttu N, Alakangas L, and Ohlander B","Evaluation of the effectiveness of backfilling and sealing at an open-pit mine using ground penetrating radar and geoelectrical surveys, Kimheden, northern Sweden",2015,Article,Environmental Earth Sciences,Sweden,Västerbotten,Kristineberg,Kimheden,65.0702882,18.5723293,Kimheden,Copper,N/A,Copper,Open pit,N,N,N,N,N,Y,Y,N,N,,CI,Purpose of the geophysical survey undertaken in 2010 was to identify deficiencies in the cover or other pathways for oxygen to reach the waste rock,Background values,Field + Lab analysis,in situ,Mine drainage quality,Environmental,2-Water,2B-Groundwater ,2B-Quality,Oxygen to reaching the sulphidic waste despite backfilling and sealing,yes,Composite till dry cover on top,Reduce the influx of oxygen into the waste.,Electrical conductivity,Other,Quantitative,Figure 6,,http://scholar.google.co.uk/scholar?q=Evaluation+of+the+effectiveness+of+backfilling+and+sealing+at+an+open-pit+mine+using+ground+penetrat&btnG=&hl=en&as_sdt=0%2C5
55,AS,,"Wagener SM, and LaPerriere JD. 1985. Effects of placer mining on the invertebrate communities of interior Alaska streams. Freshwater Invertebrate Biology. 4(4): 208-214","Wagener SM, and LaPerriere JD",Effects of placer mining on the invertebrate communities of interior Alaska streams,1985,Article,Freshwater Invertebrate Biology,USA,Alaska,Steese Highway,Ptarmigan Creek,65.2562339,-146.8740396,Ptarmigan Creek,Gold,N/A,Gold,Placer mine,N,N,N,Y,N,N,N,N,N,,CI,Investigate the effects of placer mining effluent on the invertebrate communities by comparing mined streams with unmined reference and one before and after stream,Reference site/population,Field + Lab analysis,in situ,Water quality,Environmental,2-Water,2A-Surface water,2A-Quality ,"Stripping of vegetation, soil and gravels not containing gold",no,N/A,N/A,Turbidity; settleable solids and suspended solids,Water quality,Quantitative,Table I,,http://scholar.google.co.uk/scholar?q=Effects+of+placer+mining+on+the+invertebrate+communities+of+interior+Alaska+streams&btnG=&hl=en&as_sdt=0%2C5
55,AS,,"Wagener SM, and LaPerriere JD. 1985. Effects of placer mining on the invertebrate communities of interior Alaska streams. Freshwater Invertebrate Biology. 4(4): 208-214","Wagener SM, and LaPerriere JD",Effects of placer mining on the invertebrate communities of interior Alaska streams,1985,Article,Freshwater Invertebrate Biology,USA,Alaska,Steese Highway,Ptarmigan Creek,65.2562339,-146.8740396,Ptarmigan Creek,Gold,N/A,Gold,Placer mine,N,N,N,Y,N,N,N,N,N,,CI,Investigate the effects of placer mining effluent on the invertebrate communities by comparing mined streams with unmined reference and one before and after stream,Reference site/population,Field + Lab analysis,in situ,Benthos density and biomass,Environmental,4-Biodiversity,4B-Fauna,4B-Species groups,"Stripping of vegetation, soil and gravels not containing gold",no,N/A,N/A,Invertebrate densities and biomass,Species biomass/distribution,Quantitative,Table II,,http://scholar.google.co.uk/scholar?q=Effects+of+placer+mining+on+the+invertebrate+communities+of+interior+Alaska+streams&btnG=&hl=en&as_sdt=0%2C5
199,AS,,Milner AM and Piorkowski RJ. 2004. Macroinvertebrate assemblages in streams of interior Alaska following alluvial gold mining. River Res Appl. 20:719-731.,Milner AM and Piorkowski RJ,Macroinvertebrate assemblages in streams of interior Alaska following alluvial gold mining,2004,Article,River Research and Applications,USA,Alaska,Chatanika River ,Circle Mining District ,65.3,-140.3,Circle Mining District ,Gold,N/A,Gold,Placer mine,N,N,N,N,N,Y,Y,Y,N,Previous mining of various timelines (2-50 years previously mined),CI,Examine macroinvertebrate assemblages at sites representing contrasting stages of reclamation following mining (from 1 to 50 years) to determine whether distinct communities were evident that might indicate different stages of recovery and three streams without a history of mining were included in our study as additional control sites.,Reference site/population,Field + Lab analysis,in situ,Macroinvertebrate community structure for comparison between sites ,Environmental,4-Biodiversity,4B-Fauna,4B-Species groups,Re-routing the stream to one side of the valley while the gravels are removed across the floodplain for proces-sing,yes,"Negligible post-mining rehabilitation of stream channels has been typically carried out in central Alaska, for example by re-engineering contours of the channel, or replacing overburden and covering with topsoil",Re-directed back into a reclaimed new channel after mining has ceased in that section of stream.,Mean invertebrate abundance; Biomass; Family biotic index (FBI),Species biomass/distribution,Quantitative,Table II-IV; Figure 4,,http://scholar.google.co.uk/scholar?q=Macroinvertebrate+assemblages+in+streams+of+interior+Alaska+following+alluvial+gold+mining&btnG=&hl=en&as_sdt=0%2C5
522,AS,,"Enbom L., Magnusson T and Wall G. 1986. Occlusal wear in miners. Swedish Dental Journal. 10(5): 165-170.","Enbom L., Magnusson T and Wall G",Occlusal wear in miners,1986,Article,Swedish Dental Journal,Sweden,Luleå,Regional,NR,65.58877432,22.15457059,NR,Iron,N/A,Iron,Underground mine,N,N,N,Y,N,N,N,N,N,,CI,Degree of occlusal wear was studied in two groups of miners (long and short term employment) were compared to white collar workers.,Reference site/population,Social Science,in situ,Two groups of miners (long and short term employment),Social,5-Human environment,5E-Health/wellbeing,5E-Health/Safety,Occlusal wear due to attrition related to degree of stress factors,no,N/A,N/A,Occlusal wear,Occupational hazards/risks/exposure,Quantitative,Table 3,,http://scholar.google.co.uk/scholar?q=Occlusal+wear+in+miners&btnG=&hl=en&as_sdt=0%2C5
27,AS,,"Johnson CJ, Boyce MS, Case RL, Clluff HD, Gau RJ, Gunn A, and Mulders R. 2005. Cumulative Effects of Human Developments on Arctic Wildlife. Wildlife Monographs. 160: 1-36","Johnson CJ, Boyce MS, Case RL, Clluff HD, Gau RJ, Gunn A, and Mulders R",Cumulative Effects of Human Developments on Arctic Wildlife,2005,Article,Wildlife Monographs,Canada,Northwest Territories,Contwoyto Lake,Lupin,65.7571994,-111.2556299,Lupin,Gold,N/A,Gold,Surface mine,N,Y,Y,Y,N,N,N,N,N,,BA,Used a geographic information system to extrapolate seasonal resource-selection models to the study area and quantified the reduction in habitat effectiveness as a function of modeled and hypothetical disturbance coefficients.,Same site/pop- Before,Modelling,ex situ,"Resource-selection models for barren-ground caribou, gray wolves, grizzly bears, and wolverines",Environmental,4-Biodiversity,4B-Fauna,4B-Habitat,"Cumulative effects associated with unprecedented levels of mineral exploration, development and extraction",no,N/A,N/A,"Modelled distribution of poor, low good and high quality habitat",Species biomass/distribution,Quantitative,Table 5,,http://scholar.google.co.uk/scholar?q=Cumulative+Effects+of+Human+Developments+on+Arctic+Wildlife&btnG=&hl=en&as_sdt=0%2C5
507,AS,,"Duncan WFA, Tevesz MJS, and Towns RLR. 1987. Use of fingernail clams (Pisidiidae ) and x-ray fluorescence spectrometry for monitoring metal pollution in Contwoyto Lake, N.W.T. Water Poll. Res. J. Can. 22(2): 270-280","Duncan WFA, Tevesz MJS, and Towns RLR","Use of fingernail clams (Pisidiidae ) and x-ray fluorescence spectrometry for monitoring metal pollution in Contwoyto Lake, N.W.T",1987,Article,Water Pollution Research Journal of Canada,Canada,Northwest Territories,Contwoyto Lake,Lupin,65.7571994,-111.2556299,Lupin,Gold,N/A,Gold,Surface mine,N,N,N,Y,N,N,N,N,N,,CI,Examine the siutability of using fingernail clams and X-ray flurescene spectrometry to monitor metal pollution from a gold mining effluent in Contwoyto Lake.,Control,Field + Lab analysis,in situ,"Freshwater molluscs, particularily Fingernail clams (Pisidiidae)",Environmental,4-Biodiversity,4B-Fauna,4B-Species groups,Metal pollution from gold mine,no,N/A,N/A,Metal Concentrations,Metal concentration,Quantitative,Table 1,,http://scholar.google.co.uk/scholar?q=Use+of+fingernail+clams+(Pisidiidae+)+and+x-ray+fluorescence+spectrometry+for+monitoring+metal+pollu&btnG=&hl=en&as_sdt=0%2C5
59,AS,,"Ohlander B, Ljungberg J, and Holmstrom H. 2001. Desorption of metals retained secondarily after release by sulphide oxidation; the main mechanism for groundwater contamination in the tailings at the laver mine, Northern Sweden. GFF. 123(3): 153-162","Ohlander B, Ljungberg J, and Holmstrom H","Desorption of metals retained secondarily after release by sulphide oxidation; the main mechanism for groundwater contamination in the tailings at the laver mine, Northern Sweden",2001,Article,GFF,Sweden,Norrbotten,Laver,Laver,65.7740232,20.2269712,Laver,Copper,N/A,Copper,Open pit,N,N,N,N,N,N,N,Y,N,,CI,Understanding of the vertical variation of the groundwater composition including groundwater reference sampling,Reference site/population,Field + Lab analysis,in situ,Chemical analyses of the groundwater and pore water,Environmental,2-Water,2B-Groundwater ,2B-Quality,Sulphide-bearing tailings,no,N/A,N/A,Concentrations of major and trace elements ,Metal concentration,Quantitative,Table 3,,http://scholar.google.co.uk/scholar?q=Desorption+of+metals+retained+secondarily+after+release+by+sulphide+oxidation;+the+main+mechanism+fo&btnG=&hl=en&as_sdt=0%2C5
